type,content,aspect,title,TH1_aspect,TH1_title,TH2_aspect,TH2_title,TH3_aspect,TH3_title
5,Nồi nấu tốt. Rất đáng mua,quality,5,2,5.0,2,5.0,2,5.0
9,"Hương vị mát dịu, thơm ngậy và giàu dinh dưỡng.",quality,5,2,5.0,2,5.0,2,5.0
18,"e mua 3 mẫu E F và HH, nhận dc đúng hàng hình xăm rất đẹp luôn, nên mua nhé mọi người",quality,5,2,5.0,2,5.0,2,5.0
4,"Chuột êm mượt, nhạy rất rốt. Mua lần 2 rồi. Giao hàng nhanh",ship,5,"2,4",5.0,"2,4",5.0,"2,4",5.0
13,"Tốt mình mua 3 cái rồi , 2 cái trc do mất :((, nói chung hàng chất lg , tốc độ đọc ghi nhanh",quality,5,2,5.0,2,5.0,2,5.0
11,"vải đẹp, co giãn tốt, tiếp tục ủng hộ shop",quality,5,2,5.0,2,5.0,2,5.0
11,chất liệu tốt giao hàng nhanh,"ship, quality",4,"2,4",5.0,"2,4",5.0,"2,4",5.0
25,xài rất hao. ít bọt. mẹ bảo rửa bực mình. nhưng rẻ với hàng hữu cơ ko thể so với hóa chất đc,"quality, price",5,"2,3",3.0,"2,3",2.0,"2,3",2.0
4,"Hàng giao rất nhanh, mới mua hôm qua nay đã giao, chất lượng âm thanh ổn, to nghe rất sướng. Kết nối đt mạnh, nhưng mà kết nối với máy tính dù kể sát bên vẫn chập chờn. nhìn loa khá chắc chắn. ảnh minh họa thôi Thu gọn","ship, quality",4,"2,4",5.0,"2,4",4.0,"2,4",4.0
6,sp dùng rất tốt giao hàng nhanh,ship,5,"2,4",5.0,"2,4",5.0,"2,4",5.0
7,"Chất liệu sản phẩm thì ok, nhưng các bạn lưu ý xem kỹ xe của mình có phù hợp hay không thì hẵng mua. Xe của mình thì khá nhỏ, ghế cũng đã có đường ôm rồi nên nhét thêm cái tựa lưng thì rất chật chội và khó chịu. Thu gọn",quality,4,2,4.0,2,5.0,2,5.0
13,"vừa mua 1 cái, hiện tại thì dùng tốt, tốc độ khá nhanh",quality,5,2,5.0,2,5.0,2,5.0
9,giao hàng nhanh. thank,ship,5,4,5.0,4,5.0,4,5.0
20,"đóng gói rất kĩ lưỡng, rất hài lòng về vòng tay",ship,5,4,5.0,"2,4",5.0,4,5.0
21,Hàng phù hợp với giá tiền; màu xám khá đẹp; sẽ ủng hôn,"quality, price",5,"2,3",5.0,"2,3",5.0,"2,3",5.0
21,"Túi đẹp, chất liệu tốt, có túi phụ mặt trước và cả mặt sau",quality,5,2,5.0,2,5.0,2,5.0
16,"Giày đi êm, không đau chân, thoải mái, chất liệu bền",quality,5,2,5.0,2,5.0,2,5.0
21,"Chống sốc tốt, bền, đẹp",quality,5,2,5.0,2,5.0,2,5.0
15,Sản phẩm tốt. Mình rất hài lòng.thanks shop,quality,5,2,5.0,2,5.0,2,5.0
5,"Mua hàng mới mà giao hàng củ và trầy, móp rất nhiều","ship, quality",1,"2,4",1.0,"2,4",1.0,"2,4",1.0
17,Hàng ok đúng như trên hình.,quality,5,2,5.0,2,5.0,2,5.0
16,"Giày rất mềm, rất êm chân. chống trượt rất tốt. ^_^",quality,5,2,5.0,2,5.0,2,5.0
8,Chất liệu và form áo rất đẹp.,quality,5,2,5.0,2,5.0,2,5.0
13,"sản phẩm tốt, giao hàng chậm trễ","ship, quality",3,"2,4",3.0,"2,4",3.0,"2,4",3.0
2,"Ổn, có sạc nhanh, cảm ứng mượt. Với giá này thì quá ổn.",price,5,"2,3",5.0,"2,3",5.0,"2,3",5.0
8,"Tiki giao hàng siêu nhanh luôn. Lịch giao là CN mà hôm nay đã nhận được hàng! Áo đẹp chất vải hơi nhám nhám nhưng mình rất thích. Đường may đẹp, chắc chắn, kiểu dáng basic. Mua onl nên hơi run xíu. Nhưng hàng nhận về quá ok luôn. Còn nhận được lời cảm ơn nữa. Mọi người nên mua nhé! Thu gọn","ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
5,"Hàng hãng xịn sò! 3 tốc độ, xay thịt nhuyễn giá hợp lý.","quality, price",5,"2,3",5.0,"2,3",5.0,"2,3",5.0
22,Phức tạp cần gì phải mua rồi đổi ra su tào lao vậy mua gì thì bấm vô gửi tới trả tiền thôi chứ có gì mà làm phức tạp,price,1,1,1.0,1,2.0,1,2.0
16,"Dép đẹp, chắc chắn, mình chọn sz vừa như in luôn. Có bầu đi loại này cho chắc chắn",quality,5,2,5.0,2,5.0,2,5.0
20,Nhận được sản phẩm hàng và màu sắc y hình mùi hương trầm rất thơm chúc shop buôn may bán đắt nhé tặng shop năm sao,"quality, price",5,2,5.0,2,5.0,2,5.0
22,cách sử dụng vô cùng bất tiện sao không cho lựa chọn dùng chọn đơn giản khi làm lệnh thanh toán luôn quá vòng vèo,quality,1,2,2.0,2,2.0,2,2.0
16,"Giày mềm mại, êm chân, đáng tiền lắm nhé! Hoa văn sáng chân nữa.",price,5,"2,3",5.0,"2,3",5.0,"2,3",5.0
21,Đẹp nhìn rất chất lượng,quality,5,2,5.0,2,5.0,2,5.0
16,"giày đẹp, mà hơi nhỏ, mình chọn size lớn hơn size chân thường mang 1 size nhưng vẫn còn nhỏ. Cám ơn shop.",quality,4,2,5.0,2,3.0,2,3.0
15,"sản phẩm giặt sạch nhưng vắt chưa khô, nhưng cũng giúp cho việc giặt sạch tránh xà phòng dính vào da tay rất ok",quality,4,2,4.0,2,4.0,2,4.0
25,"Sản phẩm tốt, cảm giác yên tâm. Không như dùng nước rửa chén công nghiệp. Sẽ tiếp tục ủng hộ shop.","quality, price",5,2,5.0,2,5.0,2,5.0
11,"Trước hay tìm trên taobao mua mà không biết cách mua, giờ có rồi tiện quá đi Hihi. Áo ưng lắm á shop",quality,5,2,5.0,2,5.0,2,5.0
10,"Vải đẹp, đường may rất chất lượng, đóng gói và giao hàng nhanh. Mình rất hài lòng và sẽ ủng hộ shop.","ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
24,"Tạm được, đường chỉ xài được tuần bị hở, nhưng vẫn.còn xài đc, ko ưng ý lắm",quality,4,2,5.0,2,3.0,2,3.0
22,Sản phẩm cũng hay,quality,5,2,5.0,2,4.0,2,4.0
4,"Chuột nhẹ êm, mình làm việc vp nên cần yên tĩnh. Có sẵn cục pin luôn. Tiki đóng gói kỹ, giao hàng nhanh :3",ship,5,"2,4",5.0,"2,4",5.0,"2,4",5.0
17,Không hỗ trợ người mua mà đẩy qua tiki hỗ trợ.,cskh,1,1,1.0,1,2.0,1,2.0
20,Shop tư vấn nhiệt tình,cskh,5,1,5.0,1,5.0,1,5.0
18,hàng tốt. đó giờ tôi mua hàng ở Tiki luôn uy tính. tôi sẽ luôn ủng hộ shop kèm vs giới thiệu và quảng bá tiki cho công ty tôi và bn bè tôi để ủng hộ Shop,quality,5,2,5.0,"1,2,3,4",5.0,2,5.0
14,Tuy gửi nhầm size nhưng vẫn có thể đi tạm đc . Hàng ok giá cả thì phù hợp vs túi tiền .,"quality, price",5,"2,3",5.0,"2,3,4",4.0,"2,3",4.0
12,"Giao hàng chậm, quá hạn gần 1 tuần nhưng bù lại sách đẹp, đóng gói cẩn thận, giá cả hợp lý","ship, quality, price",5,"2,3,4",4.0,"2,3,4",3.0,"2,3,4",3.0
5,"Đẹp , dùng mát nhẹ nhàng , đánh tiền.","quality, price",5,"2,3",5.0,2,5.0,"2,3",5.0
20,"Vòng đẹp lắm nha mn, nên thử mua đi",quality,5,2,5.0,2,5.0,2,5.0
9,"Vị thơm, rất ngon hạt gạo mềm mình ngâm trước 1 tiếng khi nấu. Ăn cảm giác no rất lâu, các bạn nên thuer nhé",price,5,2,5.0,2,5.0,2,5.0
12,"Sách hay, dễ đọc",quality,5,2,5.0,2,5.0,2,5.0
17,Sản phẩm ok nhưng giao hàng hơi lâu mong shop đẩy nhanh vận chuyển,"ship, quality",5,"2,4",5.0,"2,4",3.0,"2,4",3.0
6,"Nhà bán đóng gói cẩn thận, chu đáo, sản phẩm okie",ship,5,"2,4",5.0,"2,4",5.0,"2,4",5.0
13,"Có nút tắt âm báo đau đầu là tốt rồi. Giá hợp lý, có thể xách lên xe đi picnic dùng ấm đun nước dưới 600W.","quality, price",5,"2,3",5.0,"2,3",5.0,"2,3",5.0
5,áp suất Elmich PCE-1805 dung tích 2.5L - Hàng Chính Hãng,quality,5,2,5.0,2,5.0,2,5.0
16,"Chất liệu, mẫu mã như hình, giá ok, giao nhanh, đóng gói cẩn thận","ship, quality, price",5,"2,3,4",5.0,"2,3,4",5.0,"2,3,4",5.0
7,Đóng gói đẹp chất lượng tốt giao hàng nhanh,"ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
20,"cuộn hơi nhỏ, giao hàng nhanh",ship,3,"2,4",4.0,"2,4",3.0,"2,4",3.0
9,Đun em nó đến 5 phút mà xào vẫn thấy cứng khi ăn. Nếu có hướng dẫn sử dụng kỹ hơn thì tốt,quality,4,2,3.0,2,3.0,2,3.0
9,"Giao hàng rất nhanh, đóng gói đẹp. Nhưng giá thì lên xuống thường xuyên.","ship, quality, price",5,"3,4",4.0,"3,4",4.0,"3,4",4.0
4,"tai nghe nghe ổn áp, mong rằng tai nghe bền,dùng được lâu, chứ cứ 1 2 tháng lại ko nghe được thì chán :)",quality,5,2,5.0,2,4.0,2,4.0
4,Bất ngờ rẻ mà tốt,"quality, price",5,"2,3",5.0,"2,3",5.0,"2,3",5.0
19,Giao hàng k đúng đặt hàng,ship,1,4,1.0,4,1.0,4,1.0
15,"Rất hai lòng do mới mua về m chưa biết kích hoạt, đã được kiti hỗ trợ hướng dẫn kích hoạt c/n giọng nói!","quality, cskh",5,"1,2",5.0,"1,2",5.0,"1,2",5.0
15,Sản phẩm vẫn điều khiển được nhưng hiện lên thông báo không hỗ trợ đkhien này trên tivi. Nhờ shop hỗ trợ .,"quality, cskh",4,"1,2",3.0,"1,2",3.0,"1,2",3.0
8,"Áo đẹp, chất liệu mềm mại.",quality,5,2,5.0,2,5.0,2,5.0
24,"Túi đẹp , i hình",quality,5,2,5.0,2,5.0,2,5.0
18,"Chất liệu tốt, giá rẻ bất ngờ. Gọng nhẹ, mỏng, chống nắng","quality, price",5,"2,3",5.0,"2,3",5.0,"2,3",5.0
14,Đẹp và bền ạ,quality,5,2,5.0,2,5.0,2,5.0
5,Tương đối ọp ẹp. Mình đã phân vân giữa con này và con bear. Nắp ko khít lắm đâu. Gioăng đế cũng lỏng lẻo,quality,3,2,3.0,2,2.0,2,2.0
25,"(*) Đánh giá không tính điểm Đồ dõm k nên mua, sài k tốt","quality, price",1,2,1.0,2,1.0,2,1.0
17,Sản phẩm giống như mẫu đã đăng,quality,4,2,5.0,2,5.0,2,5.0
11,Áo đẹp chất mát,quality,5,2,5.0,2,5.0,2,5.0
22,Dùng ok hehe,quality,5,2,5.0,2,5.0,2,5.0
2,"Sản phẩm dùng rất ok nhé, vừa nhỏ nhẹ vừa tiện lợi",quality,5,2,5.0,2,5.0,2,5.0
4,Chất lượng rất tốt.,quality,5,2,5.0,"1,2,3,4",5.0,2,5.0
20,Sản phẩm như hình. Tốt.,quality,5,2,5.0,2,5.0,2,5.0
25,Sản phẩm chất lượng. Giao hàng rất nhanh và được đóng gói rất cẩn thận.,"ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
5,Máy mạnh. Bật số 3 cũng hơi ồn. Xài ok ah,quality,5,2,5.0,2,4.0,2,4.0
17,"SP tốt, chất lượng,",quality,5,2,5.0,2,5.0,2,5.0
20,Hàng chất lượng.sẽ ủng hộ ạ,quality,5,2,5.0,2,5.0,2,5.0
2,"Giao hàng nhanh, hàng tốt","ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
6,giao sớm,ship,5,4,5.0,4,5.0,4,5.0
3,giao siêu nhanh. đặt bên shoppe toàn bị hủy đơn.,ship,5,4,5.0,4,5.0,4,5.0
11,quá đẹp em quá ưng nhà cho 5 sao lun,quality,5,4,5.0,2,5.0,4,5.0
3,giao nhanh hạn sử dụng còn dài,ship,5,2,5.0,4,5.0,2,5.0
9,"Gia hop ly, Hạn sử dụng mới Hàng đóng gói kỹ đẹp Hài lòng, giá hợp lý","ship, quality, price",4,"2,3,4",5.0,"2,3,4",5.0,"2,3,4",5.0
6,sản phẩm dùng rất thích.,quality,5,2,5.0,2,5.0,2,5.0
13,"Dùng tốt, được !",quality,5,2,5.0,2,5.0,2,5.0
6,giao hang nhanh,ship,5,4,5.0,4,5.0,4,5.0
0,"Mình đọc đc gần nửa quyển, mấy chục trang đầu hơi chán, về sau hay hơn. Tiếc ghê, bìa sách bị dính bẩn lau không ra:((",quality,5,"3,4",2.0,"2,4",3.0,"3,4",3.0
2,"Tốt trong tầm giá, màn ko đẹp lắm, tốc độ ko mượt lắm, đk cái đa nhiệm cũng ok","quality, price",5,"2,3,4",3.0,"2,3",4.0,"2,3,4",4.0
0,Giao hàng chậm,ship,5,4,2.0,4,2.0,4,2.0
6,"giấy thấm dầu tốt, tiki đóng gói hàng cẩn thận và giao hàng cực kỳ nhanh chóng","ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
5,"Sản phẩm đúng như mô tả, lòng nồi hơi mỏng, nồi cơ nên dễ thao tác, chức năng hạn chế. Giao hàng đúng hẹn","ship, quality",4,"2,4",4.0,"2,4",4.0,"2,4",4.0
9,"* khách hàng, kêu tặng quà cho đơn hàng cao nhất, cũng ráng mua thử 1 đơn tối đã 5 thùng, lên đơn thì tự ý tách ra nhiều đơn lẻ, xong khóa tài khoản bảo khách hàng trục lợi","quality, cskh",1,1,1.0,1,1.0,1,1.0
19,"Giao hàng nhanh, nhân viên phục vụ nhiệt tình, cân đo đầy đủ","ship, cskh",5,"1,4",5.0,"1,4",5.0,"1,4",5.0
24,"Lớp chống thấm mỏng và dễ bị nứt tróc,không tốt",quality,2,2,2.0,2,2.0,2,2.0
8,"Sản phẩm đẹp, giá rẻ","quality, price",5,"2,3",5.0,"2,3",5.0,"2,3",5.0
4,Màu rất đẹp,quality,5,2,5.0,2,5.0,2,5.0
2,Ổn áp trong tầm giá có điều chơi liên quân ko hiểu do cảm ứng hay do game thấy lâu lâu như ko cảm ứng được nhân vật toàn đứng im ko di chuyển đc,"quality, price",5,"2,3",2.0,"2,3",4.0,"2,3",4.0
9,"Sp tốt, giao hàng nhanh.","ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
20,được 2 lần thay dây vòng.,quality,1,2,1.0,2,1.0,2,1.0
14,nhận được hàng hơi bất ngờ vì món quà nhỏ. chúc shop luôn đắt hàng,price,5,2,5.0,"1,2",5.0,2,5.0
21,"Hơi nhỏ so với máy 17 inch, nhìn cũng đẹp",quality,4,2,4.0,2,3.0,2,3.0
6,"Hàng của Acnes thì okie rồi. Giá cao hơn các loại thấm dầu khác một tẹo, nhưng chất lượng giấy tốt và thấm dầu ổn. Mua của tikinow giao hàng nhanh.","ship, quality, price",5,"2,3,4",5.0,"2,3,4",5.0,"2,3,4",5.0
21,"sản phẩm y như hình, sài tốt.",quality,5,2,5.0,2,5.0,2,5.0
2,"Giao hàng nhanh. Máy còn nguyên seal. Có ốp da chính hãng. Lần đầu mình dùng kindle thấy tác vụ không được mượt khi dùng smartphone, thấy hơi giật giật không biết là bình thường hay máy mình có vấn đề gì ak? Thu gọn","ship, quality",4,"2,4",4.0,"2,4",4.0,"2,4",4.0
22,Tốt lắm ạ hihi,quality,5,2,5.0,2,5.0,2,5.0
21,"Đẹp, chống sốc",quality,5,2,5.0,2,5.0,2,5.0
7,"mút bị ẩm mốc, rất hôi, phải lấy ra phơi mấy ngày mới xài được.",quality,3,2,3.0,2,1.0,2,1.0
15,"Chắc chắn, đẹp… Nên mua",quality,5,2,5.0,2,5.0,2,5.0
11,bình thường không quá tốt,quality,2,2,3.0,2,3.0,2,3.0
14,"Shop giao hàng nhanh, đóng gói hàng cẩn thận. Hàng chuẩn Bitis chính hãng. Lần nào mua cũng có quà tặng kèm nhỏ xinh và cả thiệp cảm ơn rất cẩn thận Rất hài lòng về shop","ship, quality",5,"2,4",5.0,"1,2,4",5.0,"2,4",5.0
15,"Khung lắp đặt dễ, chịu lực tốt, xoay chuyển dễ dàng",quality,5,2,5.0,2,5.0,2,5.0
9,Sữa ngon giá flashsale rẻ,price,5,"2,3",5.0,"2,3",5.0,"2,3",5.0
7,"Dũng Tiến phục vụ ổn. Tuy nhiên các bạn đừng dán keo xe ở đây. Head hợp tác với đơn vị khác, keo mỏng mà còn bị lỗi, nhân viên dán ẩu tả, hở đầu và còn bong bóng nhiều. Nhờ xử lý, cũng k làm hết được. Ngán lắm. Thu gọn","quality, cskh",5,"1,2",4.0,"1,2",3.0,"1,2",3.0
0,"Tiki giao sách ko kiểm kỹ, mới cầm lên đac thấy rách bìa sau. Cuốn còn lại thì shipper đại vô nhà, dọng xuống nền gãy góc sách. Tiki dạo này chất lượng đi xuống quá","ship, quality",1,"2,4",1.0,"2,4",1.0,"2,4",1.0
9,tôi đã mua nhiều lần trên tiki. ngoài Milo.còn có mưa sữa tươi bịch Vinamilk.nói chung là bên tiki và CTY GHn hợp tác rất tốt.date mới.gói hàng cẩn thận. NV giao hàng rất nhanh. có hàng. Xem thêm,"ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
23,"Kiểu dáng, màu sắc, đường may đẹp.",quality,5,2,5.0,2,5.0,2,5.0
16,Không rút mồ hôi như shop quảng cáo,quality,3,2,1.0,2,2.0,2,2.0
4,"Giao hàng nhanh. Chuột êm, mượt.",ship,5,"2,4",5.0,"2,4",5.0,"2,4",5.0
8,"Chất đẹp, màu đẹp, xinh.",quality,5,2,5.0,2,5.0,2,5.0
18,"Đẹp, rẻ ạ","quality, price",5,"2,3",5.0,"2,3",5.0,"2,3",5.0
22,"Sản phẩm tốt, tiện dụng cho quà tặng",quality,5,2,5.0,2,5.0,2,5.0
25,Xài rất rất hao mà ko có mùi dễ chịu nào như những sản phẩm hữu cơ khác. Mà có vẻ cũng không hoàn toàn hữu cơ,quality,2,2,2.0,2,2.0,2,2.0
7,hang giao chuẩn,ship,5,4,5.0,"2,4",5.0,4,5.0
14,hàng rất đẹp đúng như mẫu đã đăng tôi rất hoài lòng,quality,5,2,5.0,2,5.0,2,5.0
6,Ok! Tốt. Hàng chính hãng. Lần sau sẽ mua thêm,quality,5,2,5.0,2,5.0,2,5.0
4,"Shop uy tín. Sản phẩm đẹp, chất lượng, phù hợp túi tiền, có bảo hành nữa chứ. Tư vấn nhiệt tình, dễ thương.Trước đó mình có đặt tai nghe giá cũng không cao, nhưng vẫn được tư vấn nhanh chóng và nhiệt tình, còn được bên shop đồng ý gửi màu khác khi mình đặt nữa (mình mua mà không để ý). Bên giao hàng thì cũng tuyệt vời, nói là 03/08 giao nhưng chưa tới tháng 8 là giao tới rồi mà còn trong tình hình khó khăn nữa. Cảm ơn shop và bên giao hàng nhiều, chúc mọi người gặp nhiều may mắn. Thu gọn","ship, quality, price, cskh",5,"1,2,3,4",5.0,"1,2,3,4",5.0,"1,2,3,4",5.0
11,"Quần mát , mặc ở nhà khá thoải mái. Giá tốt, màu hên sui nhưng cũng khá hài lòng","quality, price",5,"2,3",5.0,"2,3",5.0,"2,3",5.0
7,tốt giá hợp lý,"quality, price",5,3,5.0,"1,2,3,4",5.0,3,5.0
2,Tuyệt vời Với giá và chất lượng như vậy. Rất hài lòng.,"quality, price",5,"2,3",5.0,"2,3",5.0,"2,3",5.0
16,"Sản phẩm đẹp, đế đi êm, không trơn trượt, shop giao hàng rất nhanh.","ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
20,"Đã nhận được vòng, rất thích và sẽ dùng thật tốt. Cám ơn shop",quality,5,2,5.0,2,5.0,2,5.0
2,Hàng đúng như quảng cáo. Tiki trading rất uy tín. Chất lượng bộ sạc chưa thể đánh giá vì phải qua thời gian sử dụng mới dám nhận xét chất lượng.,"quality, price",4,2,5.0,2,4.0,2,4.0
2,Xài tốt lắm á mọi người. Mình mua bản kids,quality,5,2,5.0,2,5.0,2,5.0
7,"HEAD hỗ trợ tạo phiếu thanh toán qua tiki để khỏi mất phí quẹt thẻ ở máy Mpos. Còn được chuyển đổi trả góp. Rinh ngay AB125 đen nhám về nhà quá xá đẹp. Mua xe online quá tiện, lại rẻ. Nên mua nha mọi người Thu gọn","quality, price, cskh",5,"1,2,3",5.0,"1,2,3",5.0,"1,2,3",5.0
5,đẹp tốt rẻ,"quality, price",5,"2,3",5.0,"2,3",5.0,"2,3",5.0
0,"Sách đã qua sử dụng, nhiều trang bị nhăn và bẩn, bìa sách thì xước, không có lớp giấy bọc như khi mua sách mới.",quality,1,2,1.0,2,1.0,2,1.0
21,"cặp màu đẹp, dây kéo cứng cáp",quality,5,2,5.0,2,5.0,2,5.0
9,sp quá chất lượng,quality,5,2,5.0,2,5.0,2,5.0
19,ko hợp vị. ướp nhiều hương liệu quá,quality,2,2,3.0,2,2.0,2,2.0
15,"Ok, dùng lâu phết rồi, vẫn ổn",quality,5,2,5.0,2,5.0,2,5.0
11,"mình 80kg mặc XL rất vừa , giá rẻ tính ra chưa đến 50k 1 chiếc. Giao hàng 2h siêu nhanh, ship rẻ so với các bên khác","ship, quality, price",5,"2,3,4",5.0,"2,3,4",5.0,"2,3,4",5.0
16,"Giày êm chân, thoải mái, shop hỗ trợ đổi mẫu khi mình đổi ý. Yêu cái cách phục của shop",cskh,5,"1,2",5.0,"1,2",5.0,"1,2",5.0
15,"Chắc chắn. Giấy hd lắp ráp okay. Cứng cáp lắm. Khớp ổn áp, di chuyển tv thoải mái",quality,5,2,5.0,2,5.0,2,5.0
20,"Mình mua hàng tại shop 4, 5 lân, lân nào cũng ưng ý cám ơn shop nhiêu, mình sẽ ủng hộ shop dài dài",quality,5,2,5.0,2,5.0,2,5.0
5,"Nồi đẹp, nấu ok mà mỗi tội bé quá",quality,4,2,4.0,2,4.0,2,4.0
2,Nhận hàng nguyên seal và nhanh,ship,5,2,5.0,"2,4",5.0,2,5.0
18,Tất đẹp lắm nha nó có rất nhiều màu dễ lựa chọn,quality,5,2,5.0,2,5.0,2,5.0
5,"Xài ok lắm, giá rẻ",price,5,"2,3",5.0,"2,3",5.0,"2,3",5.0
25,Mùi hoá chất nặng. Phải bật chế độ rửa lại 4-5 lần mới hết mùi và bọt.,quality,3,2,2.0,2,2.0,2,2.0
21,"Hàng đẹp , giao nhanh. Thanks shop hỗ trợ, thanks Tiki và đội ngũ shipper dễ thương","ship, quality, cskh",5,"1,2,4",5.0,"2,4",5.0,"1,2,4",5.0
3,"Đóng gói kĩ, giao hàng nhanh",ship,5,4,5.0,4,5.0,4,5.0
0,Cực kì thích cuốn sách này. Rất đáng để sở hữu. Giao hàng nhanh lắm ạ,ship,5,"2,4",5.0,"2,4",5.0,"2,4",5.0
6,giao hàng trc dự kiến. Và anh shipper cực kì thân thiện. anh ấy gọi cho mk 5 cuoc mk k nghe đến khi mk gọi lại bảo giao tới thì anh ấy đồng ý. Rất hài lòng về đội ngũ shipper của Tiki. Cho Tiki và anh shipper dễ thương 5 sao? Thu gọn,"ship, quality",5,"2,4",5.0,4,5.0,"2,4",5.0
2,"Máy dùng rất thích. Cảm giác cầm khá đầm tay (nếu đọc lâu thì sẽ hơi mỏi một tẹo). Đây là bản Kids+ nên có giá mềm hơn bản thường một tẹo, tuy nhiên mình không thấy có bất kì vấn đề gì ở bản này cả. Amazon có offer người dùng 1 năm sử dụng Kids+ nhưng mà hình như ở VN không hỗ trợ, mình loay hoay mãi mà vẫn không activate được. Máy đọc các sách thuần chữ, ít hình ảnh khá mượt. Đặc biệt các đuôi EPUB, AZW, MOBI đúng với định dạng hỗ trợ của máy. Tuy nhiên, nếu phải xử lý các file có dung lượng cao, nhiều hình ảnh, máy có hơi lag và phản hồi chậm hơn. Nhìn chung, đây là một sản phẩm tương đối đáng tiền. Thích hợp cho những bạn không muốn mang vác nhiều và sợ làm quăn sách. Đồng thời với những bạn thích đọc sách nước ngoài nhưng vì budget có hạn nên không mua được sách giấy. Sách Việt thì mình thấy đa phần sẽ chỉ có định dạng PDF, đọc không được thích cho lắm. TiKi giao đơn rất nhanh, chỉn chu. Shipper hỗ trợ nhiệt tình và khá thân thiện. Thu gọn","ship, quality, price, cskh",5,"1,2,3,4",5.0,"2,3,4",4.0,"1,2,3,4",4.0
20,"Mình nhận được hàng lâu rồi. giờ mới đánh giá. Về cảm quan vòng đẹp chuẩn trầm tốc. Đeo lên tay rất tôn màu da, sau 1 thời gian thấy hương thơm dịu nhẹ nhàng. Vân gỗ đẹp, vòng nhẹ không nặng tay. Shop nhiệt tình và có bảo hành nên yên tâm. Thu gọn","quality, price, cskh",5,2,5.0,"1,2",5.0,2,5.0
15,Giao đúng hẹn! Tốt,"ship, quality",5,"2,4",5.0,4,5.0,"2,4",5.0
7,Sản phẩm dịch vụ quá tuyệt vời,cskh,4,"1,2",5.0,"1,2",5.0,"1,2",5.0
7,"xe đẹp , dịch vụ tốt","quality, cskh",5,"1,2",5.0,"1,2",5.0,"1,2",5.0
2,"Máy đuợc đóng gói cẩn thận, nguyên hộp, đầy đủ phụ kiện. Chất lượng máy rất tốt","ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
13,giao hàng nhanh. màn hình bị khuyết điểm ko có loa ra,ship,5,"2,4",3.0,"2,4",3.0,"2,4",3.0
11,"Chất liệu áo bibhf thường, mặc không toits lawms",quality,3,2,3.0,2,2.0,2,2.0
9,"Giao hành nhanh, sản phẩm tốt","ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
18,giao hàng nhanh!.,ship,3,4,5.0,4,5.0,4,5.0
18,Hàng đẹpgiống trong ảnh,quality,1,2,5.0,2,5.0,2,5.0
25,"Hài lòng, khâu đóng gói quá ư là cẩn thận: bọc xốp, lót chống xốc, đánh giá cao khâu đóng gói. Tuy nhiên nước rửa bát quảng cáo là nước rửa bát sinh học nhưng khi sử dụng lại thấy có mùi nhựa","ship, quality, price",5,"2,4",4.0,"2,4",4.0,"2,4",4.0
10,"áo giao nhanh, đúng màu oke nhé shop",ship,5,"2,4",5.0,"2,4",5.0,"2,4",5.0
7,"đúng hình, chất đẹp",quality,4,2,5.0,2,5.0,2,5.0
6,"Tuyệt vời lăm ạ, mùi thơm của bưởi vương trên tóc í. Hiệu quả rõ rệt trước và sau khi dùng, tóc mềm và mượt hẳn. Rất thích",quality,5,2,5.0,2,5.0,2,5.0
15,xoay chuyển linh hoạt và chắc chắn,quality,5,2,5.0,2,5.0,2,5.0
18,trong như HD.mát mắt ạ,quality,5,2,5.0,2,5.0,2,5.0
4,"Âm thanh tốt nghe rõ, êm, mẫu mã ổn",quality,5,2,5.0,2,5.0,2,5.0
15,Sản phẩm đạt chất lượng yêu cầu de dang su dung,quality,5,2,5.0,2,5.0,2,5.0
0,Mới nhận sách nhưng thấy bị móp các cạnh như vậy là không vui rồi.,quality,3,4,2.0,"2,4",2.0,4,2.0
23,Hàng Đẹp giao hàng nhanh,"ship, quality",5,"2,4",5.0,"2,4",5.0,"2,4",5.0
3,ok đã mua hàng của shop 2 lần giá rẻ hàng chính hãng,"quality, price",4,"2,3",5.0,"2,3",5.0,"2,3",5.0
7,Đúng như hình,quality,5,2,5.0,2,5.0,2,5.0
2,"Tiki giao hàng nhanh, chưa tới hai tiếng mình đã nhận hàng, nguyên seal, máy tác vụ hơi chậm nhưng so trong phân khúc giá rẻ thì quá oke","ship, quality, price",5,"2,3,4",5.0,"2,3,4",4.0,"2,3,4",4.0
20,Vòng tay rất đẹp,quality,5,2,5.0,2,5.0,2,5.0
16,form giày đẹp lắm ạ. đi rất thoải mái và êm chân,quality,5,2,5.0,2,5.0,2,5.0
